# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
161 5.1608627e+01 5.3311804e+02 2.2205250e+01 1.2278756e-02 3.6248421e+01 6.3385437e+01 4.7541107e+02 7.1440941e+02
162 5.1385597e+01 5.3353015e+02 2.1938204e+01 1.4344295e-02 3.6280807e+01 6.0246387e+01 4.9554846e+02 7.1883799e+02
163 5.1134537e+01 5.2658105e+02 2.1883980e+01 1.2719597e-02 3.5877598e+01 5.9138165e+01 4.9748669e+02 7.2320238e+02
164 5.0846516e+01 5.1848444e+02 2.1896269e+01 1.0922216e-02 3.6418488e+01 5.9880154e+01 4.4285223e+02 7.2762885e+02
165 5.0801998e+01 4.9638043e+02 2.2016699e+01 1.0906366e-02 3.6833530e+01 6.1670021e+01 4.9062317e+02 7.3209761e+02
166 5.0751373e+01 5.1038138e+02 2.1894815e+01 1.0925964e-02 3.6871456e+01 6.0272648e+01 4.5620401e+02 7.3658055e+02
167 5.0572315e+01 4.6534366e+02 2.2095009e+01 1.2099681e-02 3.7866116e+01 6.1814495e+01 5.2263922e+02 7.4102436e+02
168 5.0985741e+01 4.8565125e+02 2.2007708e+01 1.3268143e-02 3.7144279e+01 5.8201984e+01 4.1454196e+02 7.4543533e+02
169 5.0829041e+01 5.3868317e+02 2.2086056e+01 1.2066488e-02 3.8748337e+01 6.0900791e+01 5.6057782e+02 7.4990578e+02
170 5.1074059e+01 6.3170911e+02 2.2406071e+01 1.2076975e-02 3.8507965e+01 6.3358738e+01 6.2681476e+02 7.5436070e+02
171 4.9743717e+01 5.7874426e+02 2.1953941e+01 1.2291328e-02 3.7643791e+01 5.8273476e+01 5.4747607e+02 7.5874546e+02
172 4.9580441e+01 5.9885413e+02 2.2219402e+01 1.1946678e-02 3.8786308e+01 6.0818707e+01 5.1923285e+02 7.6324743e+02
173 5.2422878e+01 5.6866382e+02 2.2516298e+01 1.4049921e-02 3.9764969e+01 7.0252197e+01 3.1352640e+02 7.6772583e+02
174 5.0714367e+01 6.1455957e+02 2.2336397e+01 1.3721288e-02 3.7525253e+01 5.9430706e+01 4.8824393e+02 7.7212537e+02
175 4.9207966e+01 5.4592047e+02 2.2096058e+01 1.3806729e-02 3.8804817e+01 6.4039444e+01 3.6066333e+02 7.7661048e+02
176 5.0726555e+01 5.2477722e+02 2.1928822e+01 1.2559782e-02 4.0627903e+01 6.0456657e+01 3.2330023e+02 7.8108287e+02
177 4.8894779e+01 5.2792041e+02 2.2336626e+01 1.1224654e-02 3.9357643e+01 5.8409859e+01 3.7480505e+02 7.8551330e+02
178 4.7909256e+01 5.2785266e+02 2.2403055e+01 1.1020007e-02 3.9810883e+01 5.9220173e+01 3.7264825e+02 7.8999037e+02
179 4.7659637e+01 5.1080957e+02 2.2134123e+01 1.3455877e-02 3.9732967e+01 5.9471470e+01 4.0613455e+02 7.9449828e+02
180 4.7545345e+01 5.0806390e+02 2.1706984e+01 1.3760276e-02 3.9453835e+01 5.9772137e+01 3.5824323e+02 7.9892881e+02
181 4.7647083e+01 5.1445764e+02 2.1760494e+01 1.6385356e-02 3.9178535e+01 5.8659519e+01 4.2266492e+02 8.0337664e+02
182 4.7565353e+01 5.0762839e+02 2.1752634e+01 1.1387541e-02 3.9707596e+01 5.8470230e+01 3.8617700e+02 8.0777927e+02
183 4.6931145e+01 4.9593744e+02 2.1882608e+01 1.0932100e-02 3.9643906e+01 6.1100288e+01 3.3084619e+02 8.1227591e+02
184 4.7415226e+01 4.9270007e+02 2.1459604e+01 9.1601415e-03 3.9486042e+01 6.0067715e+01 3.6607333e+02 8.1671529e+02
185 4.6973392e+01 5.0332117e+02 2.2007755e+01 1.0798837e-02 4.0178154e+01 6.0447186e+01 3.5276859e+02 8.2114905e+02
